Entity,Code,Year,Oil (terawatt-hours),Gas (terawatt-hours),Coal (terawatt-hours)
Ecuador,ECU,2008,101.57070179861329,4.1664475,0
Ecuador,ECU,2009,103.4873555548189,5.001132600000001,0
Ecuador,ECU,2010,119.51569652127743,5.1923297999999996,0
Ecuador,ECU,2011,122.56477147380686,4.5882676,0
Ecuador,ECU,2012,126.95972436785632,6.020036900000001,0
Ecuador,ECU,2013,134.47765830164445,6.7019038,0
Ecuador,ECU,2014,141.6923731336377,6.9056614000000005,0
Ecuador,ECU,2015,137.20008746685193,6.663873700000001,0
Ecuador,ECU,2016,128.428221030966,6.782775679900001,0
Egypt,EGY,1965,80.66568000000001,0.5128830000000001,4.686890000000001
Egypt,EGY,1966,86.63186999999999,0.586152,3.1866200000000005
Egypt,EGY,1967,70.4778,0.586152,4.90786
Egypt,EGY,1968,73.75746000000001,0.586152,5.10557
Egypt,EGY,1969,54.4284,0.7431570000000002,5.512620000000001
Egypt,EGY,1970,70.65225000000001,0.8896950000000002,5.0823100000000005
Egypt,EGY,1971,72.85032,0.8896950000000002,4.170669190000001
Egypt,EGY,1972,83.15450000000001,0.7431570000000002,3.6906874600000004
Egypt,EGY,1973,78.17686000000002,0.5966190000000001,3.21467156
Egypt,EGY,1974,86.29459999999999,0.62802,5.6131380900000005
Egypt,EGY,1975,95.57534000000001,0.5233500000000001,6.70846312
Egypt,EGY,1976,112.95056000000001,3.9774600000000007,6.5616460000000005
Egypt,EGY,1977,120.55658000000001,4.814820000000001,7.483579360000001
Egypt,EGY,1978,124.76664000000001,7.745580000000001,7.169197200000002
Egypt,EGY,1979,136.80369000000002,11.723040000000003,7.95214043
Egypt,EGY,1980,153.10895,22.818060000000003,6.402082400000001
Egypt,EGY,1981,176.20613,25.539480000000005,8.25132218
Egypt,EGY,1982,200.46631000000008,27.946890000000003,8.52677873
Egypt,EGY,1983,220.85370000000003,32.76171,8.087850900000001
Egypt,EGY,1984,238.18239999999997,42.07734,8.201476000000001
Egypt,EGY,1985,241.93889,51.60231000000001,8.659639850000001
Egypt,EGY,1986,242.91581000000005,59.452560000000005,8.7069158
Egypt,EGY,1987,252.45241000000001,65.73276,9.21078555
Egypt,EGY,1988,256.34846,72.43164,10.068684130000001
Egypt,EGY,1989,266.45493,81.01458000000001,10.30473824
Egypt,EGY,1990,276.28228,84.46869000000001,8.82841441
Egypt,EGY,1991,271.78146999999996,95.04036,9.086646930000002
Egypt,EGY,1992,264.14056,102.78594000000002,9.30814028
Egypt,EGY,1993,251.33593000000008,118.17243,11.21232018
Egypt,EGY,1994,249.66121000000004,125.60400000000001,12.06716007
Egypt,EGY,1995,270.74640000000005,131.88420000000002,8.074232170000002
Egypt,EGY,1996,286.08637,136.07100000000003,11.097346000000002
Egypt,EGY,1997,301.93805999999995,140.2578,9.392376370000001
Egypt,EGY,1998,317.8130100000001,143.39790000000002,9.24011641
Egypt,EGY,1999,323.4535600000001,171.6588,8.39926741
Egypt,EGY,2000,316.33600000000007,209.34,10.1112383
Egypt,EGY,2001,303.33366,256.4415,8.894670520000002
Egypt,EGY,2002,293.58772,277.37550000000005,9.54212425
Egypt,EGY,2003,301.44960000000003,310.86990000000003,9.89404805
Egypt,EGY,2004,311.92823,331.80390000000006,10.1125176
Egypt,EGY,2005,346.78334000000007,330.7572,9.89404805
Egypt,EGY,2006,333.36232000000007,382.04550000000006,9.8995723
Egypt,EGY,2007,355.4011700000001,401.51412000000005,8.99910792
Egypt,EGY,2008,379.6520460000001,427.4722800000001,8.098236490000001
Egypt,EGY,2009,399.9816349,445.26618,7.197783740000001
Egypt,EGY,2010,422.137599,472.1663700000001,5.3964363
Egypt,EGY,2011,391.8961100000001,519.3725400000001,5.126364440000001
Egypt,EGY,2012,410.62386338518735,550.6688700000001,4.54181738
Egypt,EGY,2013,415.86553999999995,538.31781,4.48714475
Egypt,EGY,2014,445.68485999999996,502.6198971600001,4.58583693
Egypt,EGY,2015,460.8410350987286,500.44516857,4.786331152000001
Egypt,EGY,2016,472.6475387069566,536.7163590000001,5.005718309000001
Europe & Eurasia,,1965,6861.430311220722,1617.3488021496228,9553.958950358834
Europe & Eurasia,,1966,7476.759475838668,1809.8338279789743,9432.937412056104
Europe & Eurasia,,1967,8114.815604160201,2034.409864701651,9298.940793315187
Europe & Eurasia,,1968,8845.544143891935,2306.860453754484,9354.561907159796
Europe & Eurasia,,1969,9744.85679782715,2615.21418139704,9498.280695570318
Europe & Eurasia,,1970,10784.324777852413,3013.188187491534,9355.296714193288
Europe & Eurasia,,1971,11340.079198350737,3442.889564843059,9183.727502321226
Europe & Eurasia,,1972,12178.975400528085,3841.904100457267,9096.853143642895
Europe & Eurasia,,1973,13066.262235517828,4256.838191198069,9226.1098261014
Europe & Eurasia,,1974,12855.809123056188,4646.680012493716,9196.179441079306
Europe & Eurasia,,1975,12716.03437092413,5032.446572315146,9181.349543723041
Europe & Eurasia,,1976,13420.448344518118,5508.67914010487,9422.639238710222
Europe & Eurasia,,1977,13493.104556743043,5842.585786861019,9480.577243211213
Europe & Eurasia,,1978,14099.35017177527,6162.210796221184,9556.49524142355
Europe & Eurasia,,1979,14384.615729630194,6525.912605217794,9827.013348021977
Europe & Eurasia,,1980,13959.793451047428,6632.465001769234,9811.949260073043
Europe & Eurasia,,1981,13379.658792403885,6829.346506048656,9687.353641580556
Europe & Eurasia,,1982,12928.503993929366,7096.6577970261815,9779.62879730721
Europe & Eurasia,,1983,12648.278220433749,7516.378557319904,9870.811854629716
Europe & Eurasia,,1984,12687.606594247585,8079.700106250545,9823.289175853464
Europe & Eurasia,,1985,12652.795781551287,8637.715389175708,10015.858243874449
Europe & Eurasia,,1986,12968.211397003153,8863.424037178302,10055.4569695918
Europe & Eurasia,,1987,13022.004355228837,9304.93527029404,10171.378190733143
Europe & Eurasia,,1988,13071.58699802268,9595.50721355962,9991.937423158806
Europe & Eurasia,,1989,13061.565683635332,9850.38436671961,9815.055949202399
Europe & Eurasia,,1990,13125.472080690906,10205.203162427248,9281.136760373296
Europe & Eurasia,,1991,12914.481152598066,10364.514264446027,8659.202401962075
Europe & Eurasia,,1992,12537.679416785033,9927.510141932897,8164.837214700911
Europe & Eurasia,,1993,11633.836819136537,9892.833877665546,7531.841192678908
Europe & Eurasia,,1994,11188.656883619386,9450.082851562407,7034.5853180850245
Europe & Eurasia,,1995,11040.202642806296,9549.555481341873,6788.585265207425
Europe & Eurasia,,1996,10920.166543452819,10032.115032601101,6627.003943655723
Europe & Eurasia,,1997,10946.472286595475,9636.696176702744,6423.36720803533
Europe & Eurasia,,1998,11057.210227627358,9879.392879723748,6172.041648595169
Europe & Eurasia,,1999,10966.215722479155,10113.859765114357,5911.622631464392
Europe & Eurasia,,2000,10851.421009477981,10305.40350687532,6084.735865752784
Europe & Eurasia,,2001,11012.936721035876,10546.955574699328,6074.406751017207
Europe & Eurasia,,2002,10935.09426970439,10622.466741280863,6077.363617887678
Europe & Eurasia,,2003,11087.933813233516,10936.962140344076,6283.74959416356
Europe & Eurasia,,2004,11177.924371624273,11180.256303432616,6188.99114945448
Europe & Eurasia,,2005,11234.906607530136,11431.665449091084,5991.60813437182
Europe & Eurasia,,2006,11374.566519860165,11668.658765436594,6237.331773218012
Europe & Eurasia,,2007,11194.595217496151,11762.894048493914,6282.4128308306945
Europe & Eurasia,,2008,11173.921200854178,11850.26402537151,6144.404922549964
Europe & Eurasia,,2009,10659.152184715704,10899.268932765319,5533.149045766283
Europe & Eurasia,,2010,10610.567115171507,11706.0448761113,5727.8753066868
Europe & Eurasia,,2011,10510.57302487942,11438.60674622872,5988.355066811744
Europe & Eurasia,,2012,10258.884066536817,11241.925722008298,6141.394136765006
Europe & Eurasia,,2013,10051.34986192985,11036.697489523847,5908.678616790879
Europe & Eurasia,,2014,9987.933458899275,10525.401553355536,5666.891159597586
Europe & Eurasia,,2015,10069.952479799047,10574.030069138471,5481.671393746951
Europe & Eurasia,,2016,10288.19347872659,10780.371388922538,5251.691322139991
European Union,,1965,4659.96655,396.8340404054607,5923.0016027074125
European Union,,1966,5106.418990000001,447.86564084674006,5676.826065859166
European Union,,1967,5525.645600000001,534.6698795116887,5507.208757830492
European Union,,1968,6063.533099999999,686.6040493470415,5587.422853288411
European Union,,1969,6777.684880000002,882.5321817389521,5660.977193331124
European Union,,1970,7508.424261510001,1107.1165697344352,5556.433003005199
European Union,,1971,7841.510252710001,1357.866812391121,5302.770302819082
European Union,,1972,8397.933995610001,1646.447760085027,5114.997191907743
European Union,,1973,8987.96554264,1868.9143381418382,5192.002384157776
European Union,,1974,8443.49213646,2112.3757257311686,5133.936912710502
European Union,,1975,8113.9251855500015,2266.1463852435963,5000.146247251268
European Union,,1976,8659.80000673,2465.413522758741,5235.381500777026
European Union,,1977,8539.46649013,2577.605115609427,5221.042434971052
European Union,,1978,8835.14853082203,2676.5836552232527,5307.2938837739885
European Union,,1979,9052.819983038924,2821.970721165496,5529.900631646188
European Union,,1980,8420.100868392105,2809.066792957037,5639.37929819325
European Union,,1981,7832.91395079123,2781.301373029334,5514.312755151067
European Union,,1982,7412.558450395235,2720.831252341543,5532.140813860811
European Union,,1983,7168.138247752389,2823.3319717655595,5580.5903479846065
European Union,,1984,7220.436494152422,2959.12833889101,5536.944351046222
European Union,,1985,7316.8566183628245,3105.799365544852,5857.600109370378
European Union,,1986,7528.065380064992,3150.850384552488,5786.645696047667
European Union,,1987,7534.563154350997,3305.4731654637358,5852.9302773825275
European Union,,1988,7615.000048962561,3264.131597027643,5763.569339027648
European Union,,1989,7653.1325038680925,3361.8427233223824,5746.711423325716
European Union,,1990,7757.135662479408,3460.7659906492013,5319.603259276557
European Union,,1991,7784.735155182685,3578.4029487161574,5058.114545942652
European Union,,1992,7828.6029631429465,3476.8934876899393,4705.507001591219
European Union,,1993,7741.399573998056,3619.110497051036,4426.184645052793
European Union,,1994,7769.0193845916765,3605.6019095136376,4301.2247721082995
European Union,,1995,7915.520773802538,3894.2765517522134,4226.83754489984
European Union,,1996,8075.811264155831,4284.596599048077,4196.632949586857
European Union,,1997,8125.270346607778,4219.5690460367405,4046.328012028266
European Union,,1998,8310.501432550886,4348.443646384651,3867.2456079115996
European Union,,1999,8252.064633218557,4499.714169575228,3643.513329683108
European Union,,2000,8167.302545733831,4616.066614871552,3732.957023369389
European Union,,2001,8284.126320048743,4735.969942751575,3744.767801543712
European Union,,2002,8233.331217603736,4746.384114241994,3731.450879056943
European Union,,2003,8289.311915493368,4949.871976468122,3861.80719537646
European Union,,2004,8370.162437284824,5075.811957534145,3789.458142642495
European Union,,2005,8439.011262795573,5195.8921897858645,3681.2079066647516
European Union,,2006,8458.382834666729,5129.971417933426,3805.1747797584885
European Union,,2007,8277.733157537354,5055.757318215524,3818.7820237494752
European Union,,2008,8230.063574824158,5180.394529029437,3530.982114211128
European Union,,2009,7793.100965490859,4843.727368574754,3109.5592552093976
European Union,,2010,7733.768904216395,5211.292974346601,3258.4364278974376
European Union,,2011,7495.085171475826,4707.031023863155,3350.8021886570555
European Union,,2012,7196.06531526593,4590.468513069199,3422.6699644675255
European Union,,2013,6998.090991581196,4513.339406525887,3348.8799958484788
European Union,,2014,6870.7962009955245,4009.065455319613,3121.576179038233
European Union,,2015,6984.480404413929,4177.712917843206,3037.1606870772835
European Union,,2016,7132.475859504457,4488.177209675527,2773.006385523493
Finland,FIN,1965,66.53523,0,20.25982053
Finland,FIN,1966,80.51449000000001,0,18.80453537
Finland,FIN,1967,84.30587000000001,0,18.091895490000002
Finland,FIN,1968,95.64512,0,21.78861892
Finland,FIN,1969,111.21769000000002,0,26.13805284
Finland,FIN,1970,125.17369,0,26.443333333333342
Finland,FIN,1971,129.53494,0,23.44416666666668
Finland,FIN,1972,137.98995000000002,0,26.033611111111117
Finland,FIN,1973,154.35336,0,28.91916666666668
Finland,FIN,1974,134.45443,4.444444444444446,29.472777777777782
Finland,FIN,1975,138.89709000000002,7.355000000000003,26.703611111111123
Finland,FIN,1976,149.16638,8.618333333333338,36.01861111111112
Finland,FIN,1977,145.45641,8.765000000000002,36.33055555555556
Finland,FIN,1978,145.89835000000002,9.543333333333337,49.00388888888891
Finland,FIN,1979,154.70226,9.509444444444448,47.22277777777779
Finland,FIN,1980,148.79422000000002,8.945555555555558,53.60916666666668
Finland,FIN,1981,142.47913,7.118055555555559,32.91527777777779
Finland,FIN,1982,131.58182000000002,6.723333333333336,36.52861111111112
Finland,FIN,1983,122.16152000000001,6.52027777777778,39.69444444444446
Finland,FIN,1984,123.83624,7.46777777777778,45.72666666666668
Finland,FIN,1985,125.06902000000001,9.475555555555559,57.98055555555557
Finland,FIN,1986,130.83750000000003,11.472222222222227,53.0102777777778
Finland,FIN,1987,130.06992000000002,15.172222222222226,59.393055555555584
Finland,FIN,1988,128.31379,16.320000000000007,59.45500000000002
Finland,FIN,1989,128.05793,21.40000000000001,58.16111111111113
Finland,FIN,1990,131.46552,25.210000000000008,61.24250000000003
Finland,FIN,1991,130.24437,26.57000000000001,61.1777777777778
Finland,FIN,1992,128.45335,27.59000000000001,55.680000000000014
Finland,FIN,1993,123.58038,28.51000000000001,63.677500000000016
Finland,FIN,1994,128.79062000000002,31.47000000000001,77.5566666666667
Finland,FIN,1995,118.69578000000003,32.680000000000014,68.60500000000003
Finland,FIN,1996,121.09156000000002,34.189444444444455,81.74694444444447
Finland,FIN,1997,119.77737000000002,33.63833333333334,77.42805555555559
Finland,FIN,1998,125.33651,38.5363888888889,63.53861111111113
Finland,FIN,1999,126.33669,38.58000000000001,61.56583333333336
Finland,FIN,2000,126.79026000000002,39.41000000000001,58.32722222222224
Finland,FIN,2001,124.08047000000002,42.76000000000002,70.48916666666669
Finland,FIN,2002,129.3256,42.460000000000015,76.59083333333335
Finland,FIN,2003,133.39610000000002,47.00000000000002,95.59250000000002
Finland,FIN,2004,124.35959,45.280000000000015,85.87972222222226
Finland,FIN,2005,128.9830621915,41.430000000000014,55.168611111111126
Finland,FIN,2006,124.12272418578002,44.280000000000015,86.1541666666667
Finland,FIN,2007,125.72429255922903,40.960000000000015,81.35305555555558
Finland,FIN,2008,123.87613559154202,41.880555555555574,62.04361111111113
Finland,FIN,2009,117.001244845542,37.38000000000001,62.48972222222224
Finland,FIN,2010,122.70528702672901,41.30000000000002,78.92500000000003
Finland,FIN,2011,112.93688100207669,36.12000000000001,64.11750000000002
Finland,FIN,2012,106.31941100207668,31.945000000000014,52.50166666666669
Finland,FIN,2013,104.80751100207668,29.706666666666678,58.11055555555558
Finland,FIN,2014,100.39123763017345,26.5563888888889,51.955277777777795
Finland,FIN,2015,101.67455174549796,22.87861111111112,44.029166666666676
Finland,FIN,2016,104.65281630005767,20.830555555555563,47.661111111111126
France,FRA,1965,626.7058100000002,50.040629465102626,481.13544041478275
France,FRA,1966,670.6206900000001,52.78977947837614,445.81408674860626
France,FRA,1967,770.1269700000001,60.33156935385124,440.04258626871643
France,FRA,1968,834.82466,72.14731512375722,423.16084973118757
France,FRA,1969,964.7433900000001,83.8398265822844,423.6030596771493
France,FRA,1970,1096.38336,95.517089982,403.1711101719706
France,FRA,1971,1195.1918400000002,113.211574416,369.43515421022505
France,FRA,1972,1327.2504900000001,133.870292316,328.61258745519734
France,FRA,1973,1480.13847,157.016157822,325.0417786175876
France,FRA,1974,1407.3114100000003,163.93840360200002,329.00662221281266
France,FRA,1975,1283.6961400000002,182.847206574,288.4420903449861
France,FRA,1976,1389.22676,196.427950668,339.1309044419951
France,FRA,1977,1332.5886600000001,205.06140441,326.6252508078921
France,FRA,1978,1383.5164300000001,218.97340812,340.78447054072114
France,FRA,1979,1376.3290900000004,246.68489529,370.0985241355994
France,FRA,1980,1278.03233,250.916556852,362.36108381967176
France,FRA,1981,1151.41652,254.58291667800003,330.29200000000003
France,FRA,1982,1064.19152,245.49578128800002,337.7352000000001
France,FRA,1983,1039.7219999999998,260.693216334,305.63640000000004
France,FRA,1984,998.8774400000001,272.58975732600004,292.2619
France,FRA,1985,980.4090000000002,282.329510166,283.6557
France,FRA,1986,1000.6451999999999,283.012733124,234.4608
France,FRA,1987,1007.1580000000001,292.101668838,213.41050000000004
France,FRA,1988,1000.1800000000001,277.252596486,208.40959999999998
France,FRA,1989,1028.092,284.458393296,226.90130000000002
France,FRA,1990,1039.7220000000002,294.000110496,220.85370000000003
France,FRA,1991,1100.72135,328.381798086,235.04229999999998
France,FRA,1992,1098.3837200000005,326.463552864,207.24660000000003
France,FRA,1993,1059.3418100000001,336.85682331600003,169.3328
France,FRA,1994,1026.0800100000001,323.64694596600003,166.54160000000002
France,FRA,1995,1035.5468300000002,345.059999622,170.4958
France,FRA,1996,1058.28348,377.5729509,181.66060000000004
France,FRA,1997,1066.05232,364.53500449200004,159.0984
France,FRA,1998,1104.5941400000002,388.66474706400004,189.2201
France,FRA,1999,1121.69024,401.08846955159163,169.44910000000002
France,FRA,2000,1104.1289399999998,416.0385617738958,164.76129123
France,FRA,2001,1110.1300200000003,436.7621130318,144.1878096
France,FRA,2002,1080.14788,436.02066759564,148.60989613
France,FRA,2003,1082.5901800000001,453.57320287339024,157.97934977000003
France,FRA,2004,1093.7921959999999,467.0090903778966,150.38844877000002
France,FRA,2005,1082.340135,477.5406685608079,156.18452676
France,FRA,2006,1081.523709,460.9102902014305,144.31758877
France,FRA,2007,1063.3727680000002,447.49069076824924,149.40895854000001
France,FRA,2008,1056.440125,463.9779757754586,140.40899000000002
France,FRA,2009,1018.0553100000002,446.9463518248728,125.02830337000002
France,FRA,2010,982.300038,495.57988533546177,133.87088312
France,FRA,2011,965.56368879,430.2676020902148,113.60685253000003
France,FRA,2012,933.9028513300003,444.52768458312005,128.70035736030002
France,FRA,2013,921.710064,451.5240784173678,134.49423747801004
France,FRA,2014,894.3755865400002,379.1792079842418,100.44779362800003
France,FRA,2015,892.9900813800002,407.6650462823604,97.50257445605001
France,FRA,2016,888.2316532414993,445.6107701310688,96.70944107828902
Germany,DEU,1965,1003.3666200000002,30.975673611847256,1869.4765373879281
Germany,DEU,1966,1121.96936,37.22992221515535,1745.3394264530693
Germany,DEU,1967,1163.8489900000004,47.988648545987786,1681.3044330522334
Germany,DEU,1968,1306.8165800000002,78.8697399483332,1705.4390288510529
Germany,DEU,1969,1469.15975,112.31637378341559,1755.9604778491325
Germany,DEU,1970,1613.65087,159.73752907239242,1733.9981100000002
Germany,DEU,1971,1675.17357,211.02473217475625,1659.3800300000003
Germany,DEU,1972,1770.5046800000002,273.224357698393,1619.8612900000003
Germany,DEU,1973,1886.7349,352.3305531704808,1625.12968
Germany,DEU,1974,1709.3657700000003,440.764919054686,1632.11931
Germany,DEU,1975,1658.63571,465.143483553781,1478.56842
Germany,DEU,1976,1791.42705,492.2885776808044,1560.83904
Germany,DEU,1977,1773.2377299999996,522.7913402451426,1499.00233
Germany,DEU,1978,1838.91234,560.4232368506806,1518.48258
Germany,DEU,1979,1897.5624300000002,619.4780039083818,1606.7775400000003
Germany,DEU,1980,1713.2967099999998,610.729149529463,1643.7609400000001
Germany,DEU,1981,1552.0002399999996,583.9387386880716,1671.31241
Germany,DEU,1982,1464.6705700000005,541.8614782359477,1631.4796600000002
Germany,DEU,1983,1431.6064800000001,563.3434625690493,1690.96711
Germany,DEU,1984,1424.33773,588.3013431013432,1745.24432
Germany,DEU,1985,1469.31094,581.4914240172119,1735.9984700000002
Germany,DEU,1986,1549.8486899999998,579.8007670223668,1640.37661
Germany,DEU,1987,1505.92218,628.6170099014955,1633.6312100000002
Germany,DEU,1988,1504.5731000000005,618.8513967704322,1614.3951900000004
Germany,DEU,1989,1414.3126700000003,633.3579431527745,1640.09749
Germany,DEU,1990,1480.2315100000003,637.6023198041689,1529.6908333333338
Germany,DEU,1991,1548.4414600000005,669.192777777778,1343.5952777777782
Germany,DEU,1992,1562.35094,661.6269444444447,1214.4979822222226
Germany,DEU,1993,1585.3667100000002,700.1133333333336,1145.7742124444446
Germany,DEU,1994,1571.63168,712.9272222222224,1111.4515933333337
Germany,DEU,1995,1571.7363500000001,777.3736111111114,1053.9393711111113
Germany,DEU,1996,1597.45028,869.9100000000002,1049.4018711111116
Germany,DEU,1997,1586.9367599999998,831.0336111111113,1016.8182600000002
Germany,DEU,1998,1588.5533300000002,838.6502777777781,992.5123228888891
Germany,DEU,1999,1539.76548,836.1908333333336,955.5816635555559
Germany,DEU,2000,1509.3414,829.2458333333336,992.0958302222224
Germany,DEU,2001,1530.3800700000002,874.4819444444447,994.9360377777779
Germany,DEU,2002,1482.02253,873.1277777777782,997.1488155555558
Germany,DEU,2003,1455.23864,883.7197222222225,1013.6199266666672
Germany,DEU,2004,1441.9222900000002,888.2105555555559,988.1100125000004
Germany,DEU,2005,1423.4887399999998,902.8104919473989,945.3872428888892
Germany,DEU,2006,1436.90976,920.0689648854991,983.3112671666671
Germany,DEU,2007,1308.27033,886.3619585580161,1008.2867241666671
Germany,DEU,2008,1382.6209200000003,895.006303102997,931.8082311111114
Germany,DEU,2009,1324.3778800000002,844.301216468662,834.292436388889
Germany,DEU,2010,1341.9275499999999,880.7125000000003,896.1722222222226
Germany,DEU,2011,1302.2808800000003,808.6072222222224,910.7911111111114
Germany,DEU,2012,1296.0355700000002,811.1005555555557,936.074166666667
Germany,DEU,2013,1318.65592,849.7433333333336,963.3986111111116
Germany,DEU,2014,1284.38231,738.950277777778,925.8950000000002
Germany,DEU,2015,1279.3581499999998,769.5361111111114,912.619166666667
Germany,DEU,2016,1314.01838772,842.2811038673591,875.5555555555558
Greece,GRC,1965,51.57905000000001,0,24.504410000000004
Greece,GRC,1966,56.27757000000001,0,24.457890000000003
Greece,GRC,1967,66.16307,0,23.3763
Greece,GRC,1968,67.62845,0,26.400100000000002
Greece,GRC,1969,71.9897,0,25.55111
Greece,GRC,1970,78.00241000000003,0,29.400640000000003
Greece,GRC,1971,86.12015000000002,0,43.333380000000005
Greece,GRC,1972,99.85518,0,46.287400000000005
Greece,GRC,1973,116.30000000000001,0,54.44003000000001
Greece,GRC,1974,109.20570000000001,0,57.33590000000001
Greece,GRC,1975,115.63709,0,75.08328
Greece,GRC,1976,122.97562,0,88.72527000000001
Greece,GRC,1977,125.18532000000002,0,94.36582000000001
Greece,GRC,1978,136.09426,0,83.91045
Greece,GRC,1979,144.01429,0,46.066430000000004
Greece,GRC,1980,144.21200000000002,0,46.066430000000004
Greece,GRC,1981,138.62960000000004,0,45.60123000000001
Greece,GRC,1982,138.40863000000002,0.8434999999999988,46.29903000000001
Greece,GRC,1983,132.74482000000003,0.8039999999999987,56.77766
Greece,GRC,1984,135.94307000000003,0.8844999999999986,60.627190000000006
Greece,GRC,1985,139.30414000000002,0.8312499999999987,70.30335000000001
Greece,GRC,1986,141.40917000000002,1.1387499999999984,67.09347000000001
Greece,GRC,1987,153.57415,1.299999999999998,76.59518000000001
Greece,GRC,1988,158.87743,1.5592499999999976,85.96896
Greece,GRC,1989,173.99643,1.5724999999999978,92.42361000000001
Greece,GRC,1990,170.71677,1.6064999999999976,93.801765
Greece,GRC,1991,172.87995,1.5869999999999975,90.343003
Greece,GRC,1992,176.64807000000002,1.4664999999999977,95.061294
Greece,GRC,1993,179.99751,1.0814999999999984,94.96941699999999
Greece,GRC,1994,185.92881000000003,0.5532499999999992,98.57704300000002
Greece,GRC,1995,192.69746999999995,0.5102499999999992,97.562907
Greece,GRC,1996,201.94332000000003,0.5732499999999991,92.43989200000001
Greece,GRC,1997,205.31602000000007,1.988749999999997,99.337645
Greece,GRC,1998,216.80646000000004,8.744148547200002,103.76285999999999
Greece,GRC,1999,209.47956000000002,15.677640072,99.58187500000001
Greece,GRC,2000,219.60929000000002,21.043367589600006,105.109614
Greece,GRC,2001,224.48225999999997,20.7673527996,108.25087699999999
Greece,GRC,2002,225.36614000000003,22.335116806800002,104.37808700000001
Greece,GRC,2003,236.00759000000005,25.249832989200005,103.45466500000003
Greece,GRC,2004,233.94908,27.756047282400004,105.72949300000002
Greece,GRC,2005,234.20494000000008,27.946890000000003,104.02220900000003
Greece,GRC,2006,247.20728000000003,32.950116,97.966468
Greece,GRC,2007,248.67266000000004,38.86781189669994,102.76384300000002
Greece,GRC,2008,236.76353999999998,40.52680249154381,96.767415
Greece,GRC,2009,226.44773000000006,34.03144282656364,97.98856500000002
Greece,GRC,2010,210.32855000000004,37.29560929037768,91.44669000000002
Greece,GRC,2011,197.72163000000003,45.98988131979584,91.72697300000002
Greece,GRC,2012,177.55521000000002,42.26817807561976,94.61819100000001
Greece,GRC,2013,168.61174,37.306925953512625,81.18554100000001
Greece,GRC,2014,167.26265999999998,28.442690406131465,77.77097300000001
Greece,GRC,2015,173.49470327791957,29.520940623299953,65.202432
Greece,GRC,2016,178.83829949057156,29.774575899480713,54.444114456
Hong Kong,HKG,1965,24.6654536338,0,1.43049
Hong Kong,HKG,1966,27.026924435999998,0,1.23278
Hong Kong,HKG,1967,32.38864322052999,0,0.9885500000000002
Hong Kong,HKG,1968,35.36604029974,0,0.70943
Hong Kong,HKG,1969,41.92548078654,0,0.41868000000000005
Hong Kong,HKG,1970,45.28680571614,0,0.24423000000000003
Hong Kong,HKG,1971,47.648109999999996,0,0.31401
Hong Kong,HKG,1972,54.41677000000001,0,0.15119000000000002
Hong Kong,HKG,1973,56.46365000000001,0,0.08141000000000001
Hong Kong,HKG,1974,57.789470000000016,0,0.08141000000000001
Hong Kong,HKG,1975,54.3121,0,0.06978000000000001
Hong Kong,HKG,1976,64.17434,0,0.09304000000000001
Hong Kong,HKG,1977,69.40784000000001,0,0.08141000000000001
Hong Kong,HKG,1978,72.10600000000001,0,0.05815000000000001
Hong Kong,HKG,1979,73.71094000000001,0,0.046520000000000006
Hong Kong,HKG,1980,75.43218000000002,0,0.023260000000000003
Hong Kong,HKG,1981,80.00277000000001,0,0.4070500000000001
Hong Kong,HKG,1982,77.85122,0,10.408850000000001
Hong Kong,HKG,1983,69.09383,0,24.44626
Hong Kong,HKG,1984,63.86033000000002,0,31.912720000000004
Hong Kong,HKG,1985,59.975910000000006,0,39.507110000000004
Hong Kong,HKG,1986,58.394230000000015,0,45.717530000000004
Hong Kong,HKG,1987,57.103300000000004,0,57.28938000000001
Hong Kong,HKG,1988,65.45364000000002,0,66.27937
Hong Kong,HKG,1989,69.80326000000001,0,71.01278
Hong Kong,HKG,1990,73.07129,0,63.87196
Hong Kong,HKG,1991,72.9201,0,68.91938
Hong Kong,HKG,1992,93.79595,0,73.05966000000001
Hong Kong,HKG,1993,97.55244000000003,0,84.60825000000001
Hong Kong,HKG,1994,103.86753000000006,0,60.44111
Hong Kong,HKG,1995,111.27584,0.3412242000000001,65.15126000000001
Hong Kong,HKG,1996,109.03124999999999,21.492937800000004,48.415690000000005
Hong Kong,HKG,1997,107.93803000000001,33.56034210000001,40.856190000000005
Hong Kong,HKG,1998,103.53026000000001,31.484736000000005,50.78821000000001
Hong Kong,HKG,1999,110.26403,34.7179923,43.41361111111112
Hong Kong,HKG,2000,115.00907,31.385299500000006,50.449722222222235
Hong Kong,HKG,2001,139.00176,31.6752354,79.68833333333336
Hong Kong,HKG,2002,152.06225,30.092625,61.98861111111113
Hong Kong,HKG,2003,152.62049000000002,19.350431411568753,78.6152777777778
Hong Kong,HKG,2004,181.05584000000002,27.95436512580375,73.40638888888893
Hong Kong,HKG,2005,163.13401000000002,28.01881939408875,79.86222222222226
Hong Kong,HKG,2006,176.9511683698957,30.738385609886254,79.7341666666667
Hong Kong,HKG,2007,190.52401724371012,28.716566714549998,86.9980555555556
Hong Kong,HKG,2008,172.6804169581342,33.2191780590825,79.72166666666669
Hong Kong,HKG,2009,196.26440545497212,32.261850132986254,83.24777777777781
Hong Kong,HKG,2010,207.03300498322423,40.092901509251256,72.42305555555558
